evidence_id,source_key,source_record_id,source_status,source_url,property_key,geo_id,address,property_name,organization,equipment_type,evidence_confidence,signal_type,tower_lifecycle_event,tower_lifecycle_event_context,permit_project_key,description_fingerprint,event_date,event_age_days,recent_activity_365d,priority,description
permit:cleared:17 158998 PLB:00:chiller,toronto_building_permits_cleared,cleared:17 158998 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8087336,8087336,222 BAY ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:17 158998 PLB,6d7e4645058a4319,2018-02-20,,,,Plumbing - Proposal for interior alterations to 32nd floor mechanical penthouse and replacement of 2 new units: one chiller and one generator. Also to construct 2 intake and exhaust enclosures. | Building Permit Related(PS) | Plumbing(PS) | Office | Office | Office
permit:active:20 169130 BLD:00:chiller,toronto_building_permits_active,active:20 169130 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8105939,8105939,16 RUSSELL ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:20 169130 BLD,3f1578f8b1a699de,2020-08-27,2192,False,,"Chiller & Heating Water Systems Upgrade and New Rooftop Mechanical Enclosure to the Existing UofT, Undergraduate Wing. | Interior Alterations | Building Additions/Alterations | Educational - Post Secondary Classroom Building | Educational - Post Secondary Classroom Building | Secondary School"
permit:active:20 169130 HVA:00:chiller,toronto_building_permits_active,active:20 169130 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8105939,8105939,16 RUSSELL ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:20 169130 HVA,38174f0361c5261c,2020-08-27,2192,False,,HVAC - Chiller and heating water systems upgrade | Building Permit Related(MS) | Mechanical(MS) | Secondary School | Secondary School | Secondary School
permit:active:20 169130 PLB:00:chiller,toronto_building_permits_active,active:20 169130 PLB:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8105939,8105939,16 RUSSELL ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:20 169130 PLB,52d20e1efd86694b,2020-08-27,2192,False,,Plumbing - Chiller and heating water systems upgrade | Building Permit Related(PS) | Plumbing(PS) | Secondary School | Secondary School | Secondary School
permit:active:12 148282 BLD:00:chiller,toronto_building_permits_active,active:12 148282 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8127974,8127974,89 HUMBER COLLEGE BLVD,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,REPLACE_OR_RENEW_TOWER,toronto-permit:12 148282 BLD,73cfe17ffff707b8,2012-06-13,5189,False,,"Interior alterations to penthouse level, to provide new enlarged door and new exhaust fan louver, to replace an existing Chiller and 2 Cooling Towers to Etobicoke General Hospital's Medical Office Building. | Interior Alterations | Building Additions/Alterations | Hospital/Medical Office Building | Hospital/Medical Office Building | Hospital"
permit:active:12 148282 BLD:00:cooling_tower,toronto_building_permits_active,active:12 148282 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8127974,8127974,89 HUMBER COLLEGE BLVD,,,cooling_tower,CONFIRMED,SOURCE_ACTIVE_COOLING_TOWER_PERMIT,REPLACE_OR_RENEW_TOWER,,toronto-permit:12 148282 BLD,73cfe17ffff707b8,2012-06-13,5189,False,,"Interior alterations to penthouse level, to provide new enlarged door and new exhaust fan louver, to replace an existing Chiller and 2 Cooling Towers to Etobicoke General Hospital's Medical Office Building. | Interior Alterations | Building Additions/Alterations | Hospital/Medical Office Building | Hospital/Medical Office Building | Hospital"
permit:active:15 123294 MSA:00:chiller,toronto_building_permits_active,active:15 123294 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8133817,8133817,1 WARRENDALE CRT,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:15 123294 MSA,32ae3444cccddac1,2015-03-12,4187,False,,Proposal replace existing hot water boiler and chiller at existing womens shelter. Boiler and chiller located outside the building. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Womens Shelter | Womens Shelter | Hostel/Shelter
permit:active:16 193795 MSA:00:chiller,toronto_building_permits_active,active:16 193795 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8155599,8155599,700 EGLINTON AVE W,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,REPLACE_OR_RENEW_TOWER,toronto-permit:16 193795 MSA,996fe6b3fdf1db1b,2016-09-08,3641,False,,Replacement of existing chiller and cooling tower | Other(MS) | Mechanical(MS) | Library | Library | Library
permit:active:16 193795 MSA:00:cooling_tower,toronto_building_permits_active,active:16 193795 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8155599,8155599,700 EGLINTON AVE W,,,cooling_tower,CONFIRMED,SOURCE_ACTIVE_COOLING_TOWER_PERMIT,REPLACE_OR_RENEW_TOWER,,toronto-permit:16 193795 MSA,996fe6b3fdf1db1b,2016-09-08,3641,False,,Replacement of existing chiller and cooling tower | Other(MS) | Mechanical(MS) | Library | Library | Library
permit:cleared:17 138724 BLD:00:chiller,toronto_building_permits_cleared,cleared:17 138724 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8206111,8206111,200 EGLINTON AVE W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,REPLACE_OR_RENEW_TOWER,toronto-permit:17 138724 BLD,2f9236f1b340bcea,2019-03-06,,,,"Change rooms renovation, building envelop upgrades and repairs, accessibility upgrades, Mechanical repairs (replacement of boilers, chiller, air handling unit and cooling tower), plumbing upgrades, BAS replacement, electrical upgrades, re-roofing and new trellis. | Interior Alterations | Building Additions/Alterations | Community Centre | Community Centre | Community Hall"
permit:cleared:17 138724 BLD:00:cooling_tower,toronto_building_permits_cleared,cleared:17 138724 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8206111,8206111,200 EGLINTON AVE W,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,REPLACE_OR_RENEW_TOWER,,toronto-permit:17 138724 BLD,2f9236f1b340bcea,2019-03-06,,,,"Change rooms renovation, building envelop upgrades and repairs, accessibility upgrades, Mechanical repairs (replacement of boilers, chiller, air handling unit and cooling tower), plumbing upgrades, BAS replacement, electrical upgrades, re-roofing and new trellis. | Interior Alterations | Building Additions/Alterations | Community Centre | Community Centre | Community Hall"
permit:cleared:17 138724 FSU:00:chiller,toronto_building_permits_cleared,cleared:17 138724 FSU:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8206111,8206111,200 EGLINTON AVE W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,REPLACE_OR_RENEW_TOWER,toronto-permit:17 138724 FSU,41574e2a1ddc9875,2018-01-16,,,,"FS - Sprinkler Shop Drawing - Change rooms renovation, building envelop upgrades and repairs, accessibility upgrades, Mechanical repairs (replacement of boilers, chiller, air handling unit and cooling tower), plumbing upgrades, BAS replacement, electrical upgrades, re-roofing and new trellis. | Building Permit Related(FS) | Fire/Security Upgrade | Community Centre | Community Centre | Community Hall"
permit:cleared:17 138724 FSU:00:cooling_tower,toronto_building_permits_cleared,cleared:17 138724 FSU:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8206111,8206111,200 EGLINTON AVE W,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,REPLACE_OR_RENEW_TOWER,,toronto-permit:17 138724 FSU,41574e2a1ddc9875,2018-01-16,,,,"FS - Sprinkler Shop Drawing - Change rooms renovation, building envelop upgrades and repairs, accessibility upgrades, Mechanical repairs (replacement of boilers, chiller, air handling unit and cooling tower), plumbing upgrades, BAS replacement, electrical upgrades, re-roofing and new trellis. | Building Permit Related(FS) | Fire/Security Upgrade | Community Centre | Community Centre | Community Hall"
permit:cleared:17 138724 HVA:00:chiller,toronto_building_permits_cleared,cleared:17 138724 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8206111,8206111,200 EGLINTON AVE W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,REPLACE_OR_RENEW_TOWER,toronto-permit:17 138724 HVA,ac6e92610bc97507,2019-03-28,,,,"HVAC - Change rooms renovation, building envelop upgrades and repairs, accessibility upgrades, Mechanical repairs (replacement of boilers, chiller, air handling unit and cooling tower), plumbing upgrades, BAS replacement, electrical upgrades, new roofing and new trellis. | Building Permit Related(MS) | Mechanical(MS) | Community Centre | Community Centre | Community Hall"
permit:cleared:17 138724 HVA:00:cooling_tower,toronto_building_permits_cleared,cleared:17 138724 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8206111,8206111,200 EGLINTON AVE W,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,REPLACE_OR_RENEW_TOWER,,toronto-permit:17 138724 HVA,ac6e92610bc97507,2019-03-28,,,,"HVAC - Change rooms renovation, building envelop upgrades and repairs, accessibility upgrades, Mechanical repairs (replacement of boilers, chiller, air handling unit and cooling tower), plumbing upgrades, BAS replacement, electrical upgrades, new roofing and new trellis. | Building Permit Related(MS) | Mechanical(MS) | Community Centre | Community Centre | Community Hall"
permit:cleared:17 138724 PLB:00:chiller,toronto_building_permits_cleared,cleared:17 138724 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8206111,8206111,200 EGLINTON AVE W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,REPLACE_OR_RENEW_TOWER,toronto-permit:17 138724 PLB,c929b8674bcd4ffd,2019-05-15,,,,"Plumbing - Change rooms renovation, building envelop upgrades and repairs, accessibility upgrades, Mechanical repairs (replacement of boilers, chiller, air handling unit and cooling tower), plumbing upgrades, BAS replacement, electrical upgrades, new roofing and new trellis. | Building Permit Related(PS) | Plumbing(PS) | Community Centre | Community Centre | Community Hall"
permit:cleared:17 138724 PLB:00:cooling_tower,toronto_building_permits_cleared,cleared:17 138724 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8206111,8206111,200 EGLINTON AVE W,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,REPLACE_OR_RENEW_TOWER,,toronto-permit:17 138724 PLB,c929b8674bcd4ffd,2019-05-15,,,,"Plumbing - Change rooms renovation, building envelop upgrades and repairs, accessibility upgrades, Mechanical repairs (replacement of boilers, chiller, air handling unit and cooling tower), plumbing upgrades, BAS replacement, electrical upgrades, new roofing and new trellis. | Building Permit Related(PS) | Plumbing(PS) | Community Centre | Community Centre | Community Hall"
permit:active:22 123361 BLD:01:chiller,toronto_building_permits_active,active:22 123361 BLD:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:828085,828085,200 KING ST E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:22 123361 BLD,aa1aa6b28bd53e44,2022-06-08,1542,False,,REV 01 - Elect. systems related to life safety (fire alarm & lighting) was missed on orig. submission.Proposal for interior repairs to the 6th floor level fire-rated assemblies as a result of a fire loss.(Reinstatement of services w/in 6th floor penthouse after a fire during replacement of the exist. chiller.) | Interior Alterations | Building Additions/Alterations | Post-Secondary School | Post-Secondary School | College/Trade/Tech School/Training Cent.
permit:active:98 015945 HVA:00:chiller,toronto_building_permits_active,active:98 015945 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:828085,828085,200 KING ST E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,INSTALL_OR_ADD_TOWER,toronto-permit:98 015945 HVA,47dd4cab368b6396,1998-05-04,10343,False,,INSTALL NEW CHILLER AND COOLING TOWER AND RELATED PIPING AND PUMPS | Unknown | Mechanical(MS) | Unknown
permit:active:98 015945 HVA:00:cooling_tower,toronto_building_permits_active,active:98 015945 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:828085,828085,200 KING ST E,,,cooling_tower,CONFIRMED,SOURCE_ACTIVE_COOLING_TOWER_PERMIT,INSTALL_OR_ADD_TOWER,,toronto-permit:98 015945 HVA,47dd4cab368b6396,1998-05-04,10343,False,,INSTALL NEW CHILLER AND COOLING TOWER AND RELATED PIPING AND PUMPS | Unknown | Mechanical(MS) | Unknown
permit:active:17 125235 BLD:00:chiller,toronto_building_permits_active,active:17 125235 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:828395,828395,905 KING ST W,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:17 125235 BLD,332412a18a1eca90,2018-04-20,3052,False,,Proposed interior alterations to the building to replace 1 chiller on the roof and a backup generator as well as cooling infrastucture upgrades throughout the building row permit for encroachment attached | Interior Alterations | Building Additions/Alterations | Office | Office | Office
permit:active:17 125235 HVA:00:chiller,toronto_building_permits_active,active:17 125235 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:828395,828395,905 KING ST W,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:17 125235 HVA,428a295b3fba5769,2018-04-20,3052,False,,HVAC - Proposed interior alterations to the building to replace 1 chiller on the roof and a backup generator as well as colling infrastucture upgrades throughout the building | Building Permit Related(MS) | Mechanical(MS) | Office | Office | Office
permit:cleared:17 125235 PLB:00:chiller,toronto_building_permits_cleared,cleared:17 125235 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:828395,828395,905 KING ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:17 125235 PLB,9e4cb747a50600de,2023-01-19,,,,Plumbing - Proposed interior alterations to the building to replace 1 chiller on the roof and a backup generator as well as colling infrastucture upgrades throughout the building | Building Permit Related(PS) | Plumbing(PS) | Office | Office | Office
permit:cleared:16 122462 MSA:00:chiller,toronto_building_permits_cleared,cleared:16 122462 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8344802,8344802,151 KING ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:16 122462 MSA,291b4b75dc608175,2024-12-20,,,,Proposal to install a temporary chiller at ground level of existing building - St Lawrence Hall (St Lawrence Market). See related permits 14 265741 DEM and 14 265709 BLD. Convenience address is 92 Front St E. | Other(MS) | Mechanical(MS) | Farmers Market | Same | Other
permit:active:17 140238 MSA:00:chiller,toronto_building_permits_active,active:17 140238 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8351164,8351164,25 THE ESPLANADE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,REPLACE_OR_RENEW_TOWER,toronto-permit:17 140238 MSA,47bcbcd97077c426,2017-06-09,3367,False,,"Replace chiller, cooling tower condenser, chilled water pipes, two heating boilers and fan coil recirculation pumps | Other(MS) | Mechanical(MS) | Residential | Residential | Apartment Building"
permit:active:17 140238 MSA:00:cooling_tower,toronto_building_permits_active,active:17 140238 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8351164,8351164,25 THE ESPLANADE,,,cooling_tower,CONFIRMED,SOURCE_ACTIVE_COOLING_TOWER_PERMIT,REPLACE_OR_RENEW_TOWER,,toronto-permit:17 140238 MSA,47bcbcd97077c426,2017-06-09,3367,False,,"Replace chiller, cooling tower condenser, chilled water pipes, two heating boilers and fan coil recirculation pumps | Other(MS) | Mechanical(MS) | Residential | Residential | Apartment Building"
permit:active:10 134639 MSA:00:chiller,toronto_building_permits_active,active:10 134639 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8351177,8351177,55 THE ESPLANADE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,REPLACE_OR_RENEW_TOWER,toronto-permit:10 134639 MSA,2272e57985771ee2,2010-03-30,5995,False,,Proposal to replace the existing rooftop chiller and cooling tower. | Other(MS) | Mechanical(MS) | Apartment Building | Same | Apartment Building
permit:active:10 134639 MSA:00:cooling_tower,toronto_building_permits_active,active:10 134639 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8351177,8351177,55 THE ESPLANADE,,,cooling_tower,CONFIRMED,SOURCE_ACTIVE_COOLING_TOWER_PERMIT,REPLACE_OR_RENEW_TOWER,,toronto-permit:10 134639 MSA,2272e57985771ee2,2010-03-30,5995,False,,Proposal to replace the existing rooftop chiller and cooling tower. | Other(MS) | Mechanical(MS) | Apartment Building | Same | Apartment Building
permit:cleared:12 106418 MSA:00:chiller,toronto_building_permits_cleared,cleared:12 106418 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8351179,8351179,45 THE ESPLANADE,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:12 106418 MSA,880fe46add321784,2017-12-27,,,,Proposal to install one chiller on roof top of Motel/Hotel. Tenant is Novotel. | Other(MS) | Mechanical(MS) | Hotel/Motel | Same | Motel/Hotel
permit:active:25 162766 BLD:00:chiller,toronto_building_permits_active,active:25 162766 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8354416,8354416,230 THE ESPLANADE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:25 162766 BLD,714f00dd498a6cb8,2025-06-20,434,False,,Proposal for replacement of roofing and chiller | Interior Alterations | Building Additions/Alterations | Recreation/Community Center | Recreation/Community Center | Recreational
permit:active:25 162766 HVA:00:chiller,toronto_building_permits_active,active:25 162766 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8354416,8354416,230 THE ESPLANADE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:25 162766 HVA,6faa289e1ac9ad6f,2025-06-25,429,False,,HVAC - Proposal for replacement of roofing and chiller | Building Permit Related(MS) | Mechanical(MS) | Recreation/Community Center | Recreation/Community Center | Recreational
permit:cleared:19 102596 MSA:00:chiller,toronto_building_permits_cleared,cleared:19 102596 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:836549,836549,77 MAITLAND PL,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:19 102596 MSA,ae61e8011da0555a,2020-09-17,,,,Proposal to replace the chiller in the north and south towers of the existing Residential Condominium. | Other(MS) | Mechanical(MS) | Residential Condo | Residential Condo | Apartment Building
permit:active:10 134645 MSA:00:chiller,toronto_building_permits_active,active:10 134645 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8392955,8392955,15 SCADDING AVE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,REPLACE_OR_RENEW_TOWER,toronto-permit:10 134645 MSA,2272e57985771ee2,2010-03-30,5995,False,,Proposal to replace the existing rooftop chiller and cooling tower. | Other(MS) | Mechanical(MS) | Multi Use | Same | Multiple Unit Building
permit:active:10 134645 MSA:00:cooling_tower,toronto_building_permits_active,active:10 134645 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8392955,8392955,15 SCADDING AVE,,,cooling_tower,CONFIRMED,SOURCE_ACTIVE_COOLING_TOWER_PERMIT,REPLACE_OR_RENEW_TOWER,,toronto-permit:10 134645 MSA,2272e57985771ee2,2010-03-30,5995,False,,Proposal to replace the existing rooftop chiller and cooling tower. | Other(MS) | Mechanical(MS) | Multi Use | Same | Multiple Unit Building
permit:cleared:14 242259 BLD:01:chiller,toronto_building_permits_cleared,cleared:14 242259 BLD:01,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8408205,8408205,77 BLOOR ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:14 242259 BLD,a2685e1a69c8b34c,2017-01-26,,,,"REVISION - Deletion of 6th Floor fit out scope of work, CD-02 - Revisions to 4th Floor and PC-M1 - Chiller Replacement of existing end of service life unit.Proposal for interior alterations to floors 2 through 10 in existing office buliding (12,250m2). Tenant is TD Bank. | Interior Alterations | Building Additions/Alterations | Office | Office | Office"
permit:active:19 220615 BLD:00:chiller,toronto_building_permits_active,active:19 220615 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:852873,852873,120 PEARL ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:19 220615 BLD,605ca5a9d314b85c,2019-11-07,2486,False,,"Proposal for Interior Alterations, to an Existing Industrial (Utility - Transmission) Building, to convert an existing below grade Oil Storage Room into a Chiller Room. See also 19 106676 ZPR. | Interior Alterations | Building Additions/Alterations | Industrial | Same | Industrial"
permit:active:19 220615 BLD:01:chiller,toronto_building_permits_active,active:19 220615 BLD:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:852873,852873,120 PEARL ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:19 220615 BLD,b39d38ea07fa1e58,2020-02-20,2381,False,,"Revison #1 - Enwave - Convert an existing, below-grade oil storage room into a chiller room, in an Existing Industrial Building. | Interior Alterations | Building Additions/Alterations | Industrial Building. | Industrial Building. | Industrial"
permit:active:19 220615 HVA:00:chiller,toronto_building_permits_active,active:19 220615 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:852873,852873,120 PEARL ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:19 220615 HVA,9cb7e6e13a936285,2019-11-08,2485,False,,"HVAC - Proposal for Interior Alterations, to an Existing Industrial (Utility - Transmission) Building, to convert an existing below grade Oil Storage Room into a Chiller Room. See also 19 106676 ZPR. | Building Permit Related(MS) | Mechanical(MS) | Industrial | Same | Industrial"
permit:active:19 220615 HVA:01:chiller,toronto_building_permits_active,active:19 220615 HVA:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:852873,852873,120 PEARL ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:19 220615 HVA,1b56461b9e1e962a,2020-02-19,2382,False,,"HVAC Revision #1 - Enwave - Convert an existing, below-grade oil storage room into a chiller room. | Building Permit Related(MS) | Mechanical(MS) | Industrial | Same | Industrial"
permit:cleared:21 184308 BLD:00:chiller,toronto_building_permits_cleared,cleared:21 184308 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:852873,852873,120 PEARL ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:21 184308 BLD,3be541869bfeca7b,2021-07-27,,,,"Installation of 3 roof drains (1 at west roof, 1 at central high roof, 1 at east roof), associated reinforcing of roof structure to accomodate openings for roof drains, and re-roofing of central portion of high roof and north half of east roof. | Re-Roofing/Re-Cladding | Building Additions/Alterations | Chiller Plant | Chiller Plant | Industrial"
permit:cleared:21 184308 PLB:00:chiller,toronto_building_permits_cleared,cleared:21 184308 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:852873,852873,120 PEARL ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:21 184308 PLB,b312048303032c4d,2021-07-27,,,,"Plumbing - Installation of 3 roof drains (1 at west roof, 1 at central high roof, 1 at east roof), associated reinforcing of roof structure to accomodate openings for roof drains, and re-roofing of central portion of high roof and north half of east roof. | Building Permit Related(PS) | Plumbing(PS) | Chiller Plant | Chiller Plant | Industrial"
permit:active:23 228301 MSA:00:chiller,toronto_building_permits_active,active:23 228301 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8535679,8535679,55 BLOOR ST E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:23 228301 MSA,d9ebe4070a604437,2023-12-20,982,False,,Proposed Chiller Replacement | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Apartment Building | Apartment Building | Apartment Building
permit:active:24 220059 BLD:00:chiller,toronto_building_permits_active,active:24 220059 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8535820,8535820,2 BLOOR ST E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:24 220059 BLD,a49cf718d533dd4d,2024-12-13,623,False,,Interior alterations to basement level B1 to replace chiller plant and create temporary opening for future plant replacement at street level to accommodate construction activities (for Bloor/Yonge TTC station) | Multiple Projects | Building Additions/Alterations | Office | Office | Office
permit:active:24 220059 BLD:01:chiller,toronto_building_permits_active,active:24 220059 BLD:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8535820,8535820,2 BLOOR ST E,,,chiller,SUPPORTING,RECENT_SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:24 220059 BLD,f7973e4c0a4ce751,2026-05-27,93,True,,Revision 01: Revision to permitInterior alterations to basement level B1 to replace chiller plant and create temporary opening for future plant replacement at street level to accommodate construction activities (for Bloor/Yonge TTC station) | Multiple Projects | Building Additions/Alterations | Office | Office | Office
permit:active:24 220059 STS:00:chiller,toronto_building_permits_active,active:24 220059 STS:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:8535820,8535820,2 BLOOR ST E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:24 220059 STS,a12e8ad47372b342,2025-01-15,590,False,,Drain - Interior alterations to basement level B1 to replace chiller plant and create temporary opening for future plant replacement at street level to accommodate construction activities | Inside and Outside Drains | Drain and Site Service | Office | Office | Office
permit:cleared:24 220059 HVA:00:chiller,toronto_building_permits_cleared,cleared:24 220059 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8535820,8535820,2 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:24 220059 HVA,d78c77df8290580e,2026-07-28,,,,HVAC - Interior alterations to basement level B1 to replace chiller plant and create temporary opening for future plant replacement at street level to accommodate construction activities | Building Permit Related(MS) | Mechanical(MS) | Office | Office | Office
permit:cleared:24 220059 PLB:00:chiller,toronto_building_permits_cleared,cleared:24 220059 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:8535820,8535820,2 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:24 220059 PLB,cb9f842cfbe0aa51,2026-07-28,,,,Plumbing - Interior alterations to basement level B1 to replace chiller plant and create temporary opening for future plant replacement at street level to accommodate construction activities | Building Permit Related(PS) | Plumbing(PS) | Office | Office | Office
